Ormat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGinnis Hills,27A-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Depth,Block Height,Bit Depth,ROP (1 ft),ROP (1 min),WOB,Temp In,Temp Out,Air Temp Out,Pit Total,CO2 Returns,H2S Pits,Pump Press,Rotary Amps,Rotary Torq,Rotary Speed,Bit Speed,Hookload,Pump 1 SPM,Pump 2 SPM,Pump 3 SPM,MSE (1 ft.),MSE (1 min.),Total Gas,Gain/Loss,Flow In,Flow Out,Pressure Out,Well Head Pr,Ambient Temp,H2S Floor,O2 Floor,CO2 Floor,LEL Floor,H2S Cellar,O2 Cellar,CO2 Cellar,LEL Cellar,H2S Derrick,O2 Derrick,CO Derrick,LEL Derrick,O2 Pits,CO2 Pits,LEL Pits,Pit 1,Pit 2,Pit 3,Pit 4,Pit 5,Pit 6,Pit 7,James Tube,Gas Sys Pr,SEGEP Flow,Rate,Pressure,Density,Volume,Gas Rate,Gas Volume,Wellhead Pr,Backside Pr.,Foamer Rate,Foamer Vol.,AdditiveRate,Additive Vol,Return Rate,C Line Press,C Temp,105,Baseline DP,Motor DP,Motor RPM,Fraction DP,Motor Torq
3/25/2014,18:20:50,2348.42,11,2348.42,0,1.9,0,57.61,65.09,0.01,612.03,294.45,-0.17,542.38,169.15,2294.91,83.87,83.87,116.47,68.19,0,0,0,324.59,0,-44.04,454.39,3.69,0.17,-0.54,0,-0.16,-0.05,-9999,-3.25,-0.07,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.75,91.64,144.71,-25.79,80.85,64.84,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:51,2348.42,11,2348.42,0,1.88,0,57.65,65.02,0.01,611.78,294.45,-0.18,542.07,162.15,2177.99,83.81,83.81,116.62,68.23,0,0,0,310.89,0,-44.74,454.62,3.69,0.17,-0.54,0,-0.07,-0.05,-9999,-3.25,-0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.81,91.52,144.49,-25.79,80.88,64.83,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:52,2348.42,11,2348.42,0,1.86,0,57.61,65.02,0.01,611.67,293.55,-0.16,541.77,172.79,2356.27,83.74,83.74,116.84,68.19,0,0,0,339.44,0,-44.98,454.39,3.69,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,-0.06,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.82,91.68,144.34,-25.8,80.77,64.82,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:53,2348.42,11,2348.42,0,1.84,0,57.65,64.94,0.01,611.41,293.55,-0.16,541.77,161.88,2173.47,83.79,83.79,117.07,68.16,0,0,0,316.39,0,-45.09,454.15,3.69,0.13,-0.54,0,-0.06,-0.05,-9999,-3.25,-0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.8,91.64,144.06,-25.79,80.87,64.78,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:54,2348.42,11,2348.42,0,1.82,0,57.68,64.94,0.01,611.32,294,-0.13,541.46,173.97,2376.31,83.64,83.64,117.3,68.16,0,0,0,348.75,0,-45.36,454.15,3.69,0.09,-0.92,0,-0.12,-0.05,-9999,-3.25,0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.8,91.64,144,-25.79,80.91,64.73,-11.86,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:55,2348.44,10.98,2348.44,0,3.74,0,57.61,64.9,0.01,611.59,294,-0.16,541.46,162.15,2177.99,83.76,83.76,116.77,68.12,0,0,0,156.05,0,-45.45,453.91,3.69,0.13,-0.54,0,-0.13,-0.05,-9999,-3.25,0.03,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,75,91.58,143.98,-25.79,80.93,64.86,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:56,2348.44,10.98,2348.44,0,3.7,0,57.65,64.86,0.01,611.99,293.1,-0.13,541.15,169.61,2302.55,83.68,83.68,116.92,68.16,0,0,0,166.45,0,-45.17,454.15,3.69,0.13,-0.54,0,-0.08,-0.05,-9999,-3.25,-0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.97,91.53,144.41,-25.79,80.93,64.9,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:57,2348.44,10.98,2348.44,0,3.67,0,57.65,64.83,0.01,612.27,294.9,-0.16,540.85,160.79,2155.4,84,84,116.62,68.19,0,0,0,157.97,0,-44.78,454.39,3.69,0.13,-0.54,0,-0.14,-0.05,-9999,-3.25,0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.99,91.42,144.48,-25.79,81.09,65.05,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:58,2348.44,10.98,2348.44,0,3.63,0,57.65,64.79,0.01,612.25,293.55,-0.18,540.55,170.7,2320.93,83.68,83.68,116.77,68.19,0,0,0,171.14,0,-44.49,454.39,3.69,0.13,-0.54,0,0.01,-0.05,-9999,-3.25,0,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,75.14,91.45,144.34,-25.79,81.06,65.01,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:20:59,2348.44,10.98,2348.44,0,3.59,0,57.65,64.75,0.01,611.76,294,-0.16,540.55,162.34,2181.01,84.02,84.02,116.92,68.16,0,0,0,163.1,0,-44.52,454.15,3.69,0.17,-0.54,0,-0.06,-0.05,-9999,-3.25,-0.07,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,75.07,91.3,144.15,-25.79,80.93,65.07,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:00,2348.44,10.98,2348.44,0,3.56,0,57.61,64.71,0.01,611.48,295.35,-0.12,540.55,171.15,2328.61,83.64,83.64,116.54,68.16,0,0,0,175.06,0,-45.01,454.15,3.69,0.13,-0.54,0,-0.17,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.82,91.42,144.1,-25.79,80.94,64.94,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:01,2348.44,10.98,2348.44,0,3.52,0,57.61,64.67,0.01,611.28,294.45,-0.17,540.24,163.7,2203.67,83.98,83.98,116.69,68.16,0,0,0,168.01,0,-45.28,454.15,3.69,0.09,-0.92,0,-0.19,-0.05,-9999,-3.25,0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.71,91.24,144.17,-25.79,80.95,64.96,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:02,2348.44,10.98,2348.44,0,3.49,0,57.65,64.64,0.01,611.46,294,-0.17,540.24,166.61,2252.21,83.72,83.72,116.92,68.19,0,0,0,172.89,0,-45.48,454.39,3.69,0.13,-0.54,0,-0.13,-0.05,-9999,-3.25,0.07,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.79,91.32,144.36,-25.78,80.85,64.88,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:03,2348.46,10.95,2348.46,10.88,5.39,0,57.61,64.56,0.01,610.92,294.9,-0.15,539.93,164.79,2221.84,84.04,84.04,116.32,68.16,0,0,54.9,110.84,0,-45.31,454.15,3.69,0.09,-0.54,0,-0.08,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.74,91.19,144.06,-25.78,80.75,64.93,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:04,2348.46,10.95,2348.46,10.88,5.34,0,57.65,64.56,0.01,610.66,293.1,-0.16,539.63,165.43,2232.45,83.76,83.76,116.69,68.16,0,0,54.98,112.11,0,-45.84,454.15,3.69,0.13,-0.54,0,-0.16,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.58,91.26,144.04,-25.78,80.7,64.84,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:05,2348.46,10.95,2348.46,10.88,5.28,0,57.61,64.52,0.01,610.35,296.24,-0.17,539.02,170.24,2313.27,84,84,116.32,68.19,0,0,57.13,117.66,0,-46.1,454.39,3.69,0.09,-0.92,0,-0.14,-0.05,-9999,-3.25,0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.57,91.02,144.01,-25.78,80.69,64.81,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:06,2348.46,10.95,2348.46,10.88,5.23,0,57.65,64.52,0.01,610.4,293.55,-0.14,538.72,169.88,2307.15,83.46,83.46,116.84,68.19,0,0,56.61,117.76,0,-46.42,454.39,3.69,0.13,-0.54,0,-0.15,-0.05,-9999,-3.25,0,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.62,91.16,143.91,-25.79,80.65,64.81,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:07,2348.46,10.95,2348.46,10.88,5.18,0,57.61,64.48,0.01,610.18,295.35,-0.14,538.72,169.24,2296.44,83.81,83.81,116.92,68.19,0,0,56.58,118.87,0,-46.37,454.39,3.69,0.13,-0.92,0,-0.14,-0.05,-9999,-3.25,-0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.62,91.06,143.68,-25.79,80.67,64.88,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:08,2348.46,10.95,2348.46,10.88,5.13,0,57.61,64.45,0.01,610.29,296.24,-0.14,538.72,165.24,2229.42,83.59,83.59,117.22,68.19,0,0,54.79,116.25,0,-46.59,454.39,3.69,0.13,-0.54,0,-0.08,-0.05,-9999,-3.25,-0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.77,91.21,143.51,-25.78,80.62,64.9,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:09,2348.49,10.93,2348.49,12.49,7.01,0,57.65,64.45,0.01,609.79,294.9,-0.17,538.41,167.61,2268.96,83.94,83.94,116.92,68.19,0,0,48.79,86.88,0,-46.47,454.39,3.69,0.13,-0.54,0,-0.05,-0.05,-9999,-3.25,0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.57,91.16,143.48,-25.78,80.44,64.87,-11.86,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:10,2348.49,10.93,2348.49,12.49,6.94,0,57.65,64.37,0.01,610.08,294,-0.17,538.41,163.24,2196.11,83.76,83.76,117.07,68.23,0,0,47.13,84.75,0,-46.97,454.62,3.57,0.13,-0.92,0,-0.11,-0.05,-9999,-3.25,0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.55,91.14,143.62,-25.79,80.59,64.91,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:11,2348.49,10.93,2348.49,12.49,6.87,0,57.65,64.29,0.01,610.19,294,-0.13,537.8,171.06,2327.07,84,84,116.69,68.19,0,0,50.08,90.96,0,-46.68,454.39,3.57,0.13,-0.54,0,-0.08,-0.05,-9999,-3.25,0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.04,74.62,91.17,143.74,-25.79,80.52,64.88,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:12,2348.49,10.93,2348.49,12.49,6.81,0,57.65,64.29,0.01,610.54,294.9,-0.19,537.8,164.97,2224.87,83.7,83.7,116.92,68.19,0,0,47.71,87.52,0,-46.58,454.39,3.57,0.13,-0.54,0,-0.11,-0.05,-9999,-3.25,0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.76,91.19,143.8,-25.79,80.54,64.99,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:13,2348.49,10.93,2348.49,12.49,6.74,0,57.65,64.25,0.01,610.42,294.45,-0.19,537.49,168.33,2281.16,84.02,84.02,116.69,68.16,0,0,49.1,90.98,0,-46.22,454.15,3.57,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.79,91.25,143.74,-25.79,80.46,64.91,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:14,2348.51,10.9,2348.51,13.82,8.61,0,57.61,64.22,0.01,610.03,294.9,-0.13,537.19,162.06,2176.48,83.96,83.96,116.47,68.16,0,0,42.29,67.91,0,-46.35,454.15,3.57,0.13,-0.92,0,-0.12,-0.05,-9999,-3.25,-0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.67,91.13,143.57,-25.79,80.54,64.86,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:15,2348.51,10.9,2348.51,13.82,8.52,0,57.65,64.18,0.01,609.9,294,-0.14,536.88,166.43,2249.16,84.17,84.17,116.54,68.16,0,0,43.82,71.06,0,-46.74,454.15,3.57,0.13,-0.54,0,-0.05,-0.05,-9999,-3.25,0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.53,91.15,143.68,-25.78,80.46,64.8,-11.86,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:16,2348.51,10.9,2348.51,13.82,8.44,0,57.65,64.14,0.01,609.99,294,-0.16,536.58,160.52,2150.89,84.19,84.19,116.92,68.16,0,0,41.91,68.65,0,-46.87,454.15,3.57,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,0,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.63,91.07,143.91,-25.79,80.36,64.75,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:17,2348.51,10.9,2348.51,13.82,8.35,0,57.65,64.1,0.01,609.85,293.55,-0.19,536.27,167.61,2268.96,84.24,84.24,116.69,68.19,0,0,44.23,73.18,0,-46.78,454.39,3.57,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.52,91.02,143.93,-25.78,80.38,64.73,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:18,2348.51,10.9,2348.51,13.82,8.27,0,57.65,64.06,0.01,609.62,294.45,-0.16,536.27,160.15,2144.88,84.28,84.28,116.92,68.12,0,0,41.84,69.9,0,-46.91,453.91,3.57,0.09,-0.54,0,-0.09,-0.05,-9999,-3.25,0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.52,91.01,143.74,-25.78,80.26,64.81,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:19,2348.51,10.9,2348.51,13.82,8.19,0,57.65,64.03,0.01,609.54,294,-0.16,535.97,167.52,2267.43,84.21,84.21,116.69,68.16,0,0,44.19,74.58,0,-47.15,454.15,3.57,0.09,-0.92,0,-0.08,-0.05,-9999,-3.25,-0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.61,90.98,143.78,-25.78,80.14,64.77,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:20,2348.51,10.9,2348.51,13.82,8.11,0,57.65,63.99,0.01,609.48,294,-0.14,535.97,161.06,2159.92,84.32,84.32,117.15,68.12,0,0,42.15,71.84,0,-47.23,453.91,3.57,0.09,-0.92,0,-0.1,-0.05,-9999,-3.25,-0.03,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.74,91.03,143.53,-25.78,80.12,64.79,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:21,2348.51,10.9,2348.51,13.82,8.03,0,57.65,63.95,0.01,609.23,294.9,-0.16,535.67,170.61,2319.4,84.02,84.02,117.15,68.16,0,0,45.1,77.64,0,-47.29,454.15,3.57,0.13,-0.92,0,-0.12,-0.05,-9999,-3.25,-0.08,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.52,91,143.65,-25.79,80.1,64.7,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:22,2348.54,10.88,2348.54,12.98,9.88,0,57.65,63.95,0.01,609.27,294.45,-0.17,535.67,161.79,2171.96,84.21,84.21,116.77,68.16,0,0,45.06,59.19,0,-47.54,454.15,3.57,0.13,-0.54,0,-0.11,-0.05,-9999,-3.25,-0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.55,90.9,143.74,-25.78,80.11,64.69,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:23,2348.54,10.88,2348.54,12.98,9.79,0,57.65,63.91,0.01,609.35,293.55,-0.2,535.36,169.15,2294.91,83.96,83.96,117.07,68.16,0,0,47.47,62.97,0,-47.5,454.15,3.57,0.09,-0.54,0,-0.15,-0.05,-9999,-3.25,-0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.59,90.81,143.81,-25.78,80.25,64.62,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:24,2348.54,10.88,2348.54,12.98,9.69,0,57.61,63.91,0.01,609.33,294.9,-0.17,535.05,164.15,2211.23,84.15,84.15,117.15,68.16,0,0,45.84,61.42,0,-47.42,454.15,3.57,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,-0.05,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.54,90.87,143.79,-25.78,80.16,64.7,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:25,2348.54,10.88,2348.54,12.98,9.59,0,57.65,63.84,0.01,609.31,293.55,-0.17,534.44,167.33,2264.38,83.83,83.83,117.3,68.34,0,0,46.77,63.29,0,-47.43,455.34,3.57,0.13,-0.92,0,-0.12,-0.05,-9999,-3.25,-0.03,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.69,90.72,143.81,-25.78,80.15,64.67,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:26,2348.54,10.88,2348.54,12.98,9.5,0,57.65,63.8,0.01,608.95,294.45,-0.21,534.14,165.61,2235.49,84.06,84.06,117.07,68.37,0,0,46.3,63.28,0,-47.45,455.58,3.57,0.13,-0.54,0,-0.16,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.55,90.7,143.66,-25.79,80.11,64.67,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:27,2348.54,10.88,2348.54,12.98,9.41,0,57.65,63.8,0.01,608.95,294.45,-0.21,534.14,165.61,2235.49,84.06,84.06,117.07,68.37,0,0,46.3,63.91,0,-47.82,455.58,3.57,0.13,-0.54,0,-0.16,-0.05,-9999,-3.25,-0.01,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.55,90.7,143.66,-25.79,80.11,64.67,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:28,2348.54,10.88,2348.54,12.98,9.31,0,57.65,63.76,0.01,608.75,293.55,-0.14,534.14,161.34,2164.43,84.04,84.04,116.39,68.16,0,0,44.82,62.48,0,-47.82,454.15,3.57,0.13,-0.54,0,-0.11,-0.05,-9999,-3.25,0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.52,90.62,143.58,-25.79,80.11,64.66,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:29,2348.54,10.88,2348.54,12.98,9.22,0,57.61,63.68,0.01,608.77,293.1,-0.18,533.53,169.97,2308.68,83.81,83.81,116.77,68.37,0,0,47.67,67.12,0,-48.01,455.58,3.57,0.09,-0.54,0,-0.12,-0.05,-9999,-3.25,-0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.5,90.71,143.48,-25.78,80.15,64.66,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:30,2348.54,10.88,2348.54,12.98,9.13,0,57.61,63.68,0.01,608.31,294,-0.15,533.53,160.52,2150.89,84.09,84.09,116.69,68.37,0,0,44.56,63.37,0,-48,455.58,3.57,0.13,-0.54,0,-0.09,-0.05,-9999,-3.25,0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.48,90.66,143.28,-25.78,79.99,64.62,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:31,2348.56,10.85,2348.56,12.1,10.97,0,57.65,63.64,0.01,607.7,293.1,-0.16,532.92,168.06,2276.58,83.85,83.85,117.3,68.37,0,0,50.46,55.64,0,-48.46,455.58,3.57,0.09,-0.92,0,-0.12,-0.05,-9999,-3.25,0.04,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.4,90.66,142.77,-25.78,79.93,64.67,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:32,2348.56,10.85,2348.56,12.1,10.87,0,57.68,63.61,0.01,607.68,294,-0.14,533.22,159.7,2137.38,84.19,84.19,116.77,68.37,0,0,47.56,52.98,0,-49.07,455.58,3.57,0.09,-0.92,0,-0.09,-0.05,-9999,-3.25,0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,181.06,74.44,90.51,142.88,-25.78,80.01,64.56,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:33,2348.56,10.85,2348.56,12.1,10.76,0,57.65,63.57,0.01,607.42,294.45,-0.14,532.61,165.43,2232.45,84,84,116.54,68.37,0,0,49.57,55.76,0,-49.09,455.58,3.57,0.09,-0.54,0,-0.08,-0.05,-9999,-3.25,-0.03,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,180.71,74.31,90.53,142.93,-25.78,80.16,64.57,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
3/25/2014,18:21:34,2348.56,10.85,2348.56,12.1,10.65,0,57.65,63.53,0.01,606.74,294.45,-0.15,532.61,161.06,2159.92,84.32,84.32,117.22,68.41,0,0,48.14,54.69,0,-49.34,455.82,3.57,0.13,-0.54,0,-0.05,-0.05,-9999,-3.25,0.02,0,-9999,-0.05,0,0,0,0,0,-9999,7.36,180.36,74.39,90.37,142.76,-25.78,80.11,64.54,-11.85,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1800,-9999,-9999,0,-9999
